d3mIndex,filename,bounding_box
182,2017-06-26__13-30-52-105_plot_548.jpg,"4,2429,4,2475,50,2475,50,2429"
182,2017-06-26__13-30-52-105_plot_548.jpg,"168,2773,168,2876,271,2876,271,2773"
182,2017-06-26__13-30-52-105_plot_548.jpg,"137,3015,137,3131,253,3131,253,3015"
182,2017-06-26__13-30-52-105_plot_548.jpg,"643,192,643,316,767,316,767,192"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1045,6,1045,109,1148,109,1148,6"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1171,41,1171,130,1260,130,1260,41"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1200,344,1200,435,1291,435,1291,344"
182,2017-06-26__13-30-52-105_plot_548.jpg,"756,942,756,1041,855,1041,855,942"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1266,999,1266,1082,1349,1082,1349,999"
182,2017-06-26__13-30-52-105_plot_548.jpg,"954,1284,954,1336,1006,1336,1006,1284"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1212,1337,1212,1426,1301,1426,1301,1337"
182,2017-06-26__13-30-52-105_plot_548.jpg,"959,1567,959,1629,1021,1629,1021,1567"
182,2017-06-26__13-30-52-105_plot_548.jpg,"811,1475,811,1546,882,1546,882,1475"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1110,1683,1110,1772,1199,1772,1199,1683"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1131,1866,1131,1953,1218,1953,1218,1866"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1171,1935,1171,2020,1256,2020,1256,1935"
182,2017-06-26__13-30-52-105_plot_548.jpg,"748,2126,748,2227,849,2227,849,2126"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1040,2142,1040,2239,1137,2239,1137,2142"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1272,2193,1272,2258,1337,2258,1337,2193"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1104,2304,1104,2389,1189,2389,1189,2304"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1178,2613,1178,2698,1263,2698,1263,2613"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1210,2810,1210,2911,1311,2911,1311,2810"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1032,2984,1032,3051,1099,3051,1099,2984"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1079,3015,1079,3102,1166,3102,1166,3015"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1413,3090,1413,3161,1484,3161,1484,3090"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1196,3220,1196,3348,1324,3348,1324,3220"
182,2017-06-26__13-30-52-105_plot_548.jpg,"1968,2048,1968,2104,2024,2104,2024,2048"
182,2017-06-26__13-30-52-105_plot_548.jpg,"864,2837,864,2887,914,2887,914,2837"
182,2017-06-26__13-30-52-105_plot_548.jpg,"551,1903,551,1961,609,1961,609,1903"
183,2017-06-26__13-35-17-256_plot_495.jpg,"1190,588,1190,689,1291,689,1291,588"
183,2017-06-26__13-35-17-256_plot_495.jpg,"739,1108,739,1205,836,1205,836,1108"
183,2017-06-26__13-35-17-256_plot_495.jpg,"1960,96,1960,158,2022,158,2022,96"
184,2017-06-26__13-42-45-268_plot_362.jpg,"1993,2589,1993,2651,2055,2651,2055,2589"
184,2017-06-26__13-42-45-268_plot_362.jpg,"1638,551,1638,607,1694,607,1694,551"
184,2017-06-26__13-42-45-268_plot_362.jpg,"1118,324,1118,413,1207,413,1207,324"
184,2017-06-26__13-42-45-268_plot_362.jpg,"995,57,995,132,1070,132,1070,57"
185,2017-06-26__13-42-47-578_plot_361.jpg,"305,1172,305,1255,388,1255,388,1172"
185,2017-06-26__13-42-47-578_plot_361.jpg,"182,2695,182,2794,281,2794,281,2695"
185,2017-06-26__13-42-47-578_plot_361.jpg,"219,2554,219,2627,292,2627,292,2554"
185,2017-06-26__13-42-47-578_plot_361.jpg,"354,2990,354,3100,464,3100,464,2990"
185,2017-06-26__13-42-47-578_plot_361.jpg,"2101,61,2101,142,2182,142,2182,61"
185,2017-06-26__13-42-47-578_plot_361.jpg,"2193,319,2193,388,2262,388,2262,319"
186,2017-06-26__13-43-03-668_plot_370.jpg,"283,362,283,445,366,445,366,362"
186,2017-06-26__13-43-03-668_plot_370.jpg,"197,483,197,570,284,570,284,483"
186,2017-06-26__13-43-03-668_plot_370.jpg,"18,926,18,1013,105,1013,105,926"
186,2017-06-26__13-43-03-668_plot_370.jpg,"51,2060,51,2145,136,2145,136,2060"
186,2017-06-26__13-43-03-668_plot_370.jpg,"874,1933,874,2030,971,2030,971,1933"
186,2017-06-26__13-43-03-668_plot_370.jpg,"295,2792,295,2846,349,2846,349,2792"
186,2017-06-26__13-43-03-668_plot_370.jpg,"115,3195,115,3235,155,3235,155,3195"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1141,2968,1141,3022,1195,3022,1195,2968"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1014,2742,1014,2798,1070,2798,1070,2742"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1292,3201,1292,3264,1355,3264,1355,3201"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1024,2255,1024,2326,1095,2326,1095,2255"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1014,1536,1014,1599,1077,1599,1077,1536"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1106,618,1106,685,1173,685,1173,618"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1231,903,1231,974,1302,974,1302,903"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1305,94,1305,154,1365,154,1365,94"
186,2017-06-26__13-43-03-668_plot_370.jpg,"985,8,985,87,1064,87,1064,8"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1675,84,1675,173,1764,173,1764,84"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1470,1571,1470,1631,1530,1631,1530,1571"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1301,1366,1301,1443,1378,1443,1378,1366"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1597,2177,1597,2231,1651,2231,1651,2177"
186,2017-06-26__13-43-03-668_plot_370.jpg,"1600,2902,1600,3005,1703,3005,1703,2902"
188,2017-06-26__13-44-48-928_plot_329.jpg,"39,661,39,785,163,785,163,661"
188,2017-06-26__13-44-48-928_plot_329.jpg,"6,791,6,993,208,993,208,791"
188,2017-06-26__13-44-48-928_plot_329.jpg,"4,985,4,1076,95,1076,95,985"
188,2017-06-26__13-44-48-928_plot_329.jpg,"145,1167,145,1270,248,1270,248,1167"
188,2017-06-26__13-44-48-928_plot_329.jpg,"80,1278,80,1437,239,1437,239,1278"
188,2017-06-26__13-44-48-928_plot_329.jpg,"10,1460,10,1584,134,1584,134,1460"
188,2017-06-26__13-44-48-928_plot_329.jpg,"106,2409,106,2521,218,2521,218,2409"
188,2017-06-26__13-44-48-928_plot_329.jpg,"10,2153,10,2265,122,2265,122,2153"
188,2017-06-26__13-44-48-928_plot_329.jpg,"117,2769,117,2911,259,2911,259,2769"
188,2017-06-26__13-44-48-928_plot_329.jpg,"6,2806,6,2936,136,2936,136,2806"
188,2017-06-26__13-44-48-928_plot_329.jpg,"10,3136,10,3225,99,3225,99,3136"
188,2017-06-26__13-44-48-928_plot_329.jpg,"551,76,551,177,652,177,652,76"
188,2017-06-26__13-44-48-928_plot_329.jpg,"793,465,793,624,952,624,952,465"
188,2017-06-26__13-44-48-928_plot_329.jpg,"905,150,905,290,1045,290,1045,150"
188,2017-06-26__13-44-48-928_plot_329.jpg,"786,1575,786,1687,898,1687,898,1575"
188,2017-06-26__13-44-48-928_plot_329.jpg,"916,1749,916,1898,1065,1898,1065,1749"
188,2017-06-26__13-44-48-928_plot_329.jpg,"834,1987,834,2144,991,2144,991,1987"
188,2017-06-26__13-44-48-928_plot_329.jpg,"850,2169,850,2285,966,2285,966,2169"
188,2017-06-26__13-44-48-928_plot_329.jpg,"567,2255,567,2373,685,2373,685,2255"
188,2017-06-26__13-44-48-928_plot_329.jpg,"975,3142,975,3344,1177,3344,1177,3142"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1022,3013,1022,3143,1152,3143,1152,3013"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1151,2712,1151,2865,1304,2865,1304,2712"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1030,2738,1030,2911,1203,2911,1203,2738"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1030,2554,1030,2717,1193,2717,1193,2554"
188,2017-06-26__13-44-48-928_plot_329.jpg,"928,2298,928,2434,1064,2434,1064,2298"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1047,2306,1047,2461,1202,2461,1202,2306"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1057,2103,1057,2276,1230,2276,1230,2103"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1075,1896,1075,2045,1224,2045,1224,1896"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1176,1559,1176,1664,1281,1664,1281,1559"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1063,1456,1063,1602,1209,1602,1209,1456"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1143,1372,1143,1510,1281,1510,1281,1372"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1087,1239,1087,1371,1219,1371,1219,1239"
188,2017-06-26__13-44-48-928_plot_329.jpg,"899,1020,899,1158,1037,1158,1037,1020"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1288,1153,1288,1283,1418,1283,1418,1153"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1024,834,1024,1009,1199,1009,1199,834"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1172,821,1172,972,1323,972,1323,821"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1053,582,1053,745,1216,745,1216,582"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1229,258,1229,376,1347,376,1347,258"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1227,111,1227,323,1439,323,1439,111"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1112,8,1112,208,1312,208,1312,8"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1886,453,1886,561,1994,561,1994,453"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1813,856,1813,941,1898,941,1898,856"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1876,733,1876,841,1984,841,1984,733"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1784,1079,1784,1156,1861,1156,1861,1079"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1860,1192,1860,1273,1941,1273,1941,1192"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1853,1425,1853,1539,1967,1539,1967,1425"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1505,1950,1505,2076,1631,2076,1631,1950"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1903,1940,1903,1996,1959,1996,1959,1940"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1784,2304,1784,2375,1855,2375,1855,2304"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1761,2660,1761,2729,1830,2729,1830,2660"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1806,2826,1806,2919,1899,2919,1899,2826"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1819,2900,1819,3003,1922,3003,1922,2900"
188,2017-06-26__13-44-48-928_plot_329.jpg,"1845,141,1845,224,1928,224,1928,141"
191,2017-06-26__13-45-14-228_plot_342.jpg,"835,2738,835,2874,971,2874,971,2738"
191,2017-06-26__13-45-14-228_plot_342.jpg,"955,2697,955,2847,1105,2847,1105,2697"
191,2017-06-26__13-45-14-228_plot_342.jpg,"831,2340,831,2525,1016,2525,1016,2340"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1031,2316,1031,2442,1157,2442,1157,2316"
191,2017-06-26__13-45-14-228_plot_342.jpg,"967,2929,967,3028,1066,3028,1066,2929"
191,2017-06-26__13-45-14-228_plot_342.jpg,"852,1605,852,1726,973,1726,973,1605"
191,2017-06-26__13-45-14-228_plot_342.jpg,"882,1703,882,1934,1113,1934,1113,1703"
191,2017-06-26__13-45-14-228_plot_342.jpg,"906,1407,906,1521,1020,1521,1020,1407"
191,2017-06-26__13-45-14-228_plot_342.jpg,"933,1187,933,1318,1064,1318,1064,1187"
191,2017-06-26__13-45-14-228_plot_342.jpg,"975,899,975,1013,1089,1013,1089,899"
191,2017-06-26__13-45-14-228_plot_342.jpg,"843,826,843,928,945,928,945,826"
191,2017-06-26__13-45-14-228_plot_342.jpg,"926,420,926,558,1064,558,1064,420"
191,2017-06-26__13-45-14-228_plot_342.jpg,"855,523,855,610,942,610,942,523"
191,2017-06-26__13-45-14-228_plot_342.jpg,"828,442,828,505,891,505,891,442"
191,2017-06-26__13-45-14-228_plot_342.jpg,"955,537,955,631,1049,631,1049,537"
191,2017-06-26__13-45-14-228_plot_342.jpg,"806,73,806,172,905,172,905,73"
191,2017-06-26__13-45-14-228_plot_342.jpg,"953,12,953,160,1101,160,1101,12"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1771,708,1771,832,1895,832,1895,708"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1793,879,1793,1061,1975,1061,1975,879"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1756,1595,1756,1721,1882,1721,1882,1595"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1827,2088,1827,2177,1916,2177,1916,2088"
191,2017-06-26__13-45-14-228_plot_342.jpg,"1854,2289,1854,2442,2007,2442,2007,2289"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2037,178,2037,233,2092,233,2092,178"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2059,909,2059,976,2126,976,2126,909"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2194,1324,2194,1404,2274,1404,2274,1324"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2343,1671,2343,1743,2415,1743,2415,1671"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2196,1847,2196,1922,2271,1922,2271,1847"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2169,1939,2169,2006,2236,2006,2236,1939"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2230,2372,2230,2442,2300,2442,2300,2372"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2096,2284,2096,2349,2161,2349,2161,2284"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2115,2853,2115,2918,2180,2918,2180,2853"
192,2017-06-26__13-47-01-039_plot_308.jpg,"2379,2716,2379,2779,2442,2779,2442,2716"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2223,51,2223,209,2381,209,2381,51"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2277,210,2277,365,2432,365,2432,210"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1996,49,1996,177,2124,177,2124,49"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1844,384,1844,490,1950,490,1950,384"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1583,381,1583,541,1743,541,1743,381"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1690,340,1690,486,1836,486,1836,340"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1742,208,1742,376,1910,376,1910,208"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1903,100,1903,163,1966,163,1966,100"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1949,628,1949,756,2077,756,2077,628"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1641,745,1641,903,1799,903,1799,745"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1749,887,1749,1011,1873,1011,1873,887"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2086,948,2086,1128,2266,1128,2266,948"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2018,1011,2018,1154,2161,1154,2161,1011"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2191,525,2191,600,2266,600,2266,525"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1793,1168,1793,1289,1914,1289,1914,1168"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2027,1292,2027,1450,2185,1450,2185,1292"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2291,1263,2291,1352,2380,1352,2380,1263"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2406,1275,2406,1335,2466,1335,2466,1275"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1844,1368,1844,1538,2014,1538,2014,1368"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2001,1427,2001,1570,2144,1570,2144,1427"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2108,1490,2108,1636,2254,1636,2254,1490"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2252,1497,2252,1603,2358,1603,2358,1497"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1800,1573,1800,1723,1950,1723,1950,1573"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1795,1815,1795,1963,1943,1963,1943,1815"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1678,1874,1678,1995,1799,1995,1799,1874"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2128,1900,2128,2109,2337,2109,2337,1900"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2406,2067,2406,2122,2461,2122,2461,2067"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2071,2067,2071,2203,2207,2203,2207,2067"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2091,2172,2091,2322,2241,2322,2241,2172"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2103,2296,2103,2422,2229,2422,2229,2296"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1878,2159,1878,2302,2021,2302,2021,2159"
193,2017-06-26__13-47-10-219_plot_312.jpg,"1883,2325,1883,2473,2031,2473,2031,2325"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2211,2396,2211,2544,2359,2544,2359,2396"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2330,2406,2330,2539,2463,2539,2463,2406"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2067,2709,2067,2835,2193,2835,2193,2709"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2023,2980,2023,3130,2173,3130,2173,2980"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2218,2958,2218,3121,2381,3121,2381,2958"
193,2017-06-26__13-47-10-219_plot_312.jpg,"2084,2843,2084,3011,2252,3011,2252,2843"
195,2017-06-26__13-51-17-179_plot_254.jpg,"699,127,699,263,835,263,835,127"
195,2017-06-26__13-51-17-179_plot_254.jpg,"826,281,826,353,898,353,898,281"
195,2017-06-26__13-51-17-179_plot_254.jpg,"332,1146,332,1360,546,1360,546,1146"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1053,1700,1053,1843,1196,1843,1196,1700"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1016,1419,1016,1540,1137,1540,1137,1419"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1258,1290,1258,1396,1364,1396,1364,1290"
195,2017-06-26__13-51-17-179_plot_254.jpg,"840,1927,840,2048,961,2048,961,1927"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1153,2040,1153,2127,1240,2127,1240,2040"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1114,2643,1114,2791,1262,2791,1262,2643"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1326,2726,1326,2793,1393,2793,1393,2726"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1615,2611,1615,2732,1736,2732,1736,2611"
195,2017-06-26__13-51-17-179_plot_254.jpg,"1444,806,1444,986,1624,986,1624,806"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"1036,2098,1036,2148,1086,2148,1086,2098"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"852,2413,852,2493,932,2493,932,2413"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"799,2538,799,2593,854,2593,854,2538"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"1014,2523,1014,2578,1069,2578,1069,2523"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"1099,2636,1099,2701,1164,2701,1164,2636"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"686,3056,686,3145,775,3145,775,3056"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"982,2907,982,2967,1042,2967,1042,2907"
196,2017-06-26__17-51-54-579_plot_1603.jpg,"943,1788,943,1848,1003,1848,1003,1788"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"49,3090,49,3221,180,3221,180,3090"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"711,2069,711,2146,788,2146,788,2069"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"765,1688,765,1760,837,1760,837,1688"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"997,281,997,344,1060,344,1060,281"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"1874,330,1874,405,1949,405,1949,330"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"975,2675,975,2735,1035,2735,1035,2675"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"1109,2860,1109,2923,1172,2923,1172,2860"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2103,1021,2103,1084,2166,1084,2166,1021"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2159,1190,2159,1279,2248,1279,2248,1190"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2079,1749,2079,1804,2134,1804,2134,1749"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2071,1922,2071,1999,2148,1999,2148,1922"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"1954,2172,1954,2225,2007,2225,2007,2172"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2208,2685,2208,2769,2292,2769,2292,2685"
197,2017-06-26__17-52-01-499_plot_1608.jpg,"2233,3136,2233,3223,2320,3223,2320,3136"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1026,366,1026,593,1253,593,1253,366"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1884,360,1884,767,2291,767,2291,360"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"2286,252,2286,431,2465,431,2465,252"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1752,648,1752,917,2021,917,2021,648"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1920,792,1920,1139,2267,1139,2267,792"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1446,2178,1446,2519,1787,2519,1787,2178"
202,2017-06-27__11-16-03-723_plot_1203.jpg,"1872,2958,1872,3233,2147,3233,2147,2958"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"1134,198,1134,383,1319,383,1319,198"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"852,876,852,1085,1061,1085,1061,876"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"1074,726,1074,1097,1445,1097,1445,726"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"1542,828,1542,1175,1889,1175,1889,828"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"2058,990,2058,1313,2381,1313,2381,990"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"1740,1566,1740,1895,2069,1895,2069,1566"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"2244,1488,2244,1709,2465,1709,2465,1488"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"1356,2766,1356,3065,1655,3065,1655,2766"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"2058,2688,2058,3095,2465,3095,2465,2688"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"2178,3030,2178,3317,2465,3317,2465,3030"
203,2017-06-27__11-16-04-693_plot_1203.jpg,"2052,3126,2052,3383,2309,3383,2309,3126"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1044,504,1044,839,1379,839,1379,504"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"54,960,54,1355,449,1355,449,960"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1026,1104,1026,1301,1223,1301,1223,1104"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1920,1506,1920,1841,2255,1841,2255,1506"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1752,1974,1752,2261,2039,2261,2039,1974"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1572,2094,1572,2387,1865,2387,1865,2094"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1278,2292,1278,2477,1463,2477,1463,2292"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"2388,258,2388,335,2465,335,2465,258"
204,2017-06-27__11-16-05-693_plot_1203.jpg,"1842,2886,1842,2987,1943,2987,1943,2886"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"2160,18,2160,251,2393,251,2393,18"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"0,210,0,467,257,467,257,210"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"150,324,150,515,341,515,341,324"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"336,324,336,509,521,509,521,324"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"6,534,6,689,161,689,161,534"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"258,600,258,743,401,743,401,600"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"1986,882,1986,1217,2321,1217,2321,882"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"1986,1074,1986,1235,2147,1235,2147,1074"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"522,1182,522,1451,791,1451,791,1182"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"564,1266,564,1703,1001,1703,1001,1266"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"138,1596,138,1727,269,1727,269,1596"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"240,1830,240,2045,455,2045,455,1830"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"6,1788,6,2021,239,2021,239,1788"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"1890,2424,1890,2993,2459,2993,2459,2424"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"258,2874,258,3029,413,3029,413,2874"
206,2017-06-27__11-56-35-138_plot_1204.jpg,"780,2958,780,3557,1379,3557,1379,2958"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"6,0,6,197,203,197,203,0"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"210,12,210,209,407,209,407,12"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"12,378,12,587,221,587,221,378"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"1158,306,1158,599,1451,599,1451,306"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"1866,654,1866,1145,2357,1145,2357,654"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"2100,744,2100,1109,2465,1109,2465,744"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"504,1320,504,1595,779,1595,779,1320"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"456,1578,456,1967,845,1967,845,1578"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"1002,1686,1002,1997,1313,1997,1313,1686"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"2256,1446,2256,1649,2459,1649,2459,1446"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"1734,1884,1734,2231,2081,2231,2081,1884"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"426,2016,426,2363,773,2363,773,2016"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"1158,2154,1158,2525,1529,2525,1529,2154"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"852,2520,852,2963,1295,2963,1295,2520"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"330,2868,330,3107,569,3107,569,2868"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"6,3060,6,3197,143,3197,143,3060"
207,2017-06-27__11-56-36-148_plot_1204.jpg,"474,3150,474,3359,683,3359,683,3150"
